,date_time,intensity_forecast,intensity_actual
872,2018-01-19T0415,196,191
873,2018-01-19T0445,194,188
874,2018-01-19T0515,198,190
875,2018-01-19T0545,200,195
876,2018-01-19T0615,214,212
877,2018-01-19T0645,236,224
878,2018-01-19T0715,257,244
879,2018-01-19T0745,277,252
880,2018-01-19T0815,286,250
881,2018-01-19T0845,287,249
882,2018-01-19T0915,284,248
883,2018-01-19T0945,283,240
884,2018-01-19T1015,276,235
885,2018-01-19T1045,271,229
886,2018-01-19T1115,266,223
887,2018-01-19T1145,264,220
888,2018-01-19T1215,261,223
889,2018-01-19T1245,256,224
890,2018-01-19T1315,250,229
891,2018-01-19T1345,251,233
892,2018-01-19T1415,253,237
893,2018-01-19T1445,257,240
894,2018-01-19T1515,262,247
895,2018-01-19T1545,270,255
896,2018-01-19T1615,291,260
897,2018-01-19T1645,299,268
898,2018-01-19T1715,309,274
899,2018-01-19T1745,316,275
900,2018-01-19T1815,317,276
901,2018-01-19T1845,317,275
902,2018-01-19T1915,312,272
903,2018-01-19T1945,302,264
904,2018-01-19T2015,288,252
905,2018-01-19T2045,277,245
906,2018-01-19T2115,262,235
907,2018-01-19T2145,250,226
908,2018-01-19T2215,236,220
909,2018-01-19T2245,227,203
910,2018-01-19T2315,223,191
911,2018-01-19T2345,215,190
912,2018-01-20T0015,217,194
913,2018-01-20T0045,228,199
914,2018-01-20T0115,239,208
915,2018-01-20T0145,244,213
916,2018-01-20T0215,245,221
917,2018-01-20T0245,251,226
918,2018-01-20T0315,259,229
919,2018-01-20T0345,265,238
920,2018-01-20T0415,269,248
921,2018-01-20T0445,274,258
922,2018-01-20T0515,277,263
923,2018-01-20T0545,279,263
924,2018-01-20T0615,283,265
925,2018-01-20T0645,296,277
926,2018-01-20T0715,303,284
927,2018-01-20T0745,314,293
928,2018-01-20T0815,326,308
929,2018-01-20T0845,342,320
930,2018-01-20T0915,357,329
931,2018-01-20T0945,366,338
932,2018-01-20T1015,375,346
933,2018-01-20T1045,380,349
934,2018-01-20T1115,380,352
935,2018-01-20T1145,381,357
936,2018-01-20T1215,380,362
937,2018-01-20T1245,378,361
938,2018-01-20T1315,375,360
939,2018-01-20T1345,374,355
940,2018-01-20T1415,372,348
941,2018-01-20T1445,372,352
942,2018-01-20T1515,371,355
943,2018-01-20T1545,370,357
944,2018-01-20T1615,379,364
945,2018-01-20T1645,383,369
946,2018-01-20T1715,391,369
947,2018-01-20T1745,395,363
948,2018-01-20T1815,398,359
949,2018-01-20T1845,396,363
950,2018-01-20T1915,387,362
951,2018-01-20T1945,379,349
952,2018-01-20T2015,364,338
953,2018-01-20T2045,356,328
954,2018-01-20T2115,344,324
955,2018-01-20T2145,333,315
956,2018-01-20T2215,318,294
957,2018-01-20T2245,309,280
958,2018-01-20T2315,312,274
959,2018-01-20T2345,310,274
960,2018-01-21T0015,310,286
961,2018-01-21T0045,308,290
962,2018-01-21T0115,316,287
963,2018-01-21T0145,318,288
964,2018-01-21T0215,317,292
965,2018-01-21T0245,315,294
966,2018-01-21T0315,312,296
967,2018-01-21T0345,312,297
968,2018-01-21T0415,311,296
969,2018-01-21T0445,306,296
970,2018-01-21T0515,299,292
971,2018-01-21T0545,290,287
972,2018-01-21T0615,283,283
973,2018-01-21T0645,282,280
974,2018-01-21T0715,274,276
975,2018-01-21T0745,271,263
976,2018-01-21T0815,268,259
977,2018-01-21T0845,274,262
978,2018-01-21T0915,283,268
979,2018-01-21T0945,292,276
980,2018-01-21T1015,294,281
981,2018-01-21T1045,296,282
982,2018-01-21T1115,300,277
983,2018-01-21T1145,301,274
984,2018-01-21T1215,299,272
985,2018-01-21T1245,298,272
986,2018-01-21T1315,293,275
987,2018-01-21T1345,289,271
988,2018-01-21T1415,282,260
989,2018-01-21T1445,276,251
990,2018-01-21T1515,269,251
991,2018-01-21T1545,267,254
992,2018-01-21T1615,271,264
993,2018-01-21T1645,274,275
994,2018-01-21T1715,282,276
995,2018-01-21T1745,287,276
996,2018-01-21T1815,286,278
997,2018-01-21T1845,282,270
998,2018-01-21T1915,270,254
999,2018-01-21T1945,258,241
1000,2018-01-21T2015,246,235
1001,2018-01-21T2045,237,227
1002,2018-01-21T2115,227,220
1003,2018-01-21T2145,213,215
1004,2018-01-21T2215,197,208
1005,2018-01-21T2245,182,190
1006,2018-01-21T2315,170,166
1007,2018-01-21T2345,158,159
1008,2018-01-22T0015,150,161
1009,2018-01-22T0045,157,165
1010,2018-01-22T0115,174,171
1011,2018-01-22T0145,175,174
1012,2018-01-22T0215,175,176
1013,2018-01-22T0245,178,179
1014,2018-01-22T0315,180,188
1015,2018-01-22T0345,178,186
1016,2018-01-22T0415,176,172
1017,2018-01-22T0445,178,169
1018,2018-01-22T0515,184,179
1019,2018-01-22T0545,191,180
1020,2018-01-22T0615,206,192
1021,2018-01-22T0645,232,224
1022,2018-01-22T0715,254,244
1023,2018-01-22T0745,274,251
1024,2018-01-22T0815,281,254
1025,2018-01-22T0845,284,255
1026,2018-01-22T0915,284,255
1027,2018-01-22T0945,284,252
1028,2018-01-22T1015,278,246
1029,2018-01-22T1045,273,234
1030,2018-01-22T1115,267,231
1031,2018-01-22T1145,264,228
1032,2018-01-22T1215,249,228
1033,2018-01-22T1245,250,229
1034,2018-01-22T1315,250,230
1035,2018-01-22T1345,252,230
1036,2018-01-22T1415,252,238
1037,2018-01-22T1445,258,245
1038,2018-01-22T1515,263,254
1039,2018-01-22T1545,273,264
1040,2018-01-22T1615,285,273
1041,2018-01-22T1645,294,288
1042,2018-01-22T1715,312,293
1043,2018-01-22T1745,324,292
1044,2018-01-22T1815,331,297
1045,2018-01-22T1845,334,302
1046,2018-01-22T1915,331,302
1047,2018-01-22T1945,328,295
1048,2018-01-22T2015,316,280
1049,2018-01-22T2045,304,268
1050,2018-01-22T2115,289,258
1051,2018-01-22T2145,272,240
1052,2018-01-22T2215,249,219
1053,2018-01-22T2245,231,200
1054,2018-01-22T2315,220,181
1055,2018-01-22T2345,208,168
1056,2018-01-23T0015,203,167
1057,2018-01-23T0045,200,169
1058,2018-01-23T0115,202,172
1059,2018-01-23T0145,194,166
1060,2018-01-23T0215,187,162
1061,2018-01-23T0245,182,167
1062,2018-01-23T0315,178,166
1063,2018-01-23T0345,171,158
1064,2018-01-23T0415,163,152
1065,2018-01-23T0445,157,154
1066,2018-01-23T0515,155,164
1067,2018-01-23T0545,158,164
1068,2018-01-23T0615,169,168
1069,2018-01-23T0645,193,174
1070,2018-01-23T0715,214,186
1071,2018-01-23T0745,233,195
1072,2018-01-23T0815,237,199
1073,2018-01-23T0845,233,196
1074,2018-01-23T0915,231,199
1075,2018-01-23T0945,232,199
1076,2018-01-23T1015,232,200
1077,2018-01-23T1045,230,201
1078,2018-01-23T1115,228,199
1079,2018-01-23T1145,226,197
1080,2018-01-23T1215,224,195
1081,2018-01-23T1245,222,193
1082,2018-01-23T1315,220,189
1083,2018-01-23T1345,219,187
1084,2018-01-23T1415,216,192
1085,2018-01-23T1445,213,195
1086,2018-01-23T1515,212,202
1087,2018-01-23T1545,219,211
1088,2018-01-23T1615,228,219
1089,2018-01-23T1645,238,229
1090,2018-01-23T1715,249,229
1091,2018-01-23T1745,261,232
1092,2018-01-23T1815,263,235
1093,2018-01-23T1845,263,231
1094,2018-01-23T1915,255,225
1095,2018-01-23T1945,246,209
1096,2018-01-23T2015,236,204
1097,2018-01-23T2045,227,196
1098,2018-01-23T2115,216,185
1099,2018-01-23T2145,201,173
1100,2018-01-23T2215,192,161
1101,2018-01-23T2245,174,141
1102,2018-01-23T2315,158,134
1103,2018-01-23T2345,141,124
1104,2018-01-24T0015,136,125
1105,2018-01-24T0045,142,133
1106,2018-01-24T0115,147,135
1107,2018-01-24T0145,138,133
1108,2018-01-24T0215,134,137
1109,2018-01-24T0245,132,142
1110,2018-01-24T0315,131,136
1111,2018-01-24T0345,125,131
1112,2018-01-24T0415,120,132
1113,2018-01-24T0445,124,136
1114,2018-01-24T0515,137,137
1115,2018-01-24T0545,145,136
1116,2018-01-24T0615,160,149
1117,2018-01-24T0645,159,166
1118,2018-01-24T0715,176,187
1119,2018-01-24T0745,197,202
1120,2018-01-24T0815,201,208
1121,2018-01-24T0845,202,203
1122,2018-01-24T0915,202,209
1123,2018-01-24T0945,208,211
1124,2018-01-24T1015,207,208
1125,2018-01-24T1045,223,208
1126,2018-01-24T1115,227,208
1127,2018-01-24T1145,217,209
1128,2018-01-24T1215,226,208
1129,2018-01-24T1245,217,206
1130,2018-01-24T1315,204,205
1131,2018-01-24T1345,196,204
1132,2018-01-24T1415,192,209
1133,2018-01-24T1445,197,215
1134,2018-01-24T1515,198,223
1135,2018-01-24T1545,204,234
1136,2018-01-24T1615,209,248
1137,2018-01-24T1645,221,262
1138,2018-01-24T1715,226,271
1139,2018-01-24T1745,241,271
1140,2018-01-24T1815,245,272
1141,2018-01-24T1845,242,270
1142,2018-01-24T1915,235,258
1143,2018-01-24T1945,229,254
1144,2018-01-24T2015,222,247
1145,2018-01-24T2045,215,228
1146,2018-01-24T2115,204,218
1147,2018-01-24T2145,193,203
1148,2018-01-24T2215,178,184
1149,2018-01-24T2245,161,164
1150,2018-01-24T2315,148,157
1151,2018-01-24T2345,134,148
1152,2018-01-25T0015,129,144
1153,2018-01-25T0045,134,144
1154,2018-01-25T0115,147,152
1155,2018-01-25T0145,146,151
1156,2018-01-25T0215,144,154
1157,2018-01-25T0245,145,153
1158,2018-01-25T0315,147,156
1159,2018-01-25T0345,144,156
1160,2018-01-25T0415,141,157
1161,2018-01-25T0445,142,163
1162,2018-01-25T0515,152,166
1163,2018-01-25T0545,158,173
1164,2018-01-25T0615,174,194
1165,2018-01-25T0645,201,220
1166,2018-01-25T0715,223,243
1167,2018-01-25T0745,243,257
1168,2018-01-25T0815,253,263
1169,2018-01-25T0845,255,260
1170,2018-01-25T0915,254,257
1171,2018-01-25T0945,257,255
1172,2018-01-25T1015,254,249
1173,2018-01-25T1045,243,244
1174,2018-01-25T1115,241,239
1175,2018-01-25T1145,245,241
1176,2018-01-25T1215,258,240
1177,2018-01-25T1245,267,248
1178,2018-01-25T1315,269,256
1179,2018-01-25T1345,279,268
1180,2018-01-25T1415,283,284
1181,2018-01-25T1445,290,299
1182,2018-01-25T1515,296,306
1183,2018-01-25T1545,301,316
1184,2018-01-25T1615,318,330
1185,2018-01-25T1645,324,346
1186,2018-01-25T1715,337,351
1187,2018-01-25T1745,348,354
1188,2018-01-25T1815,353,352
1189,2018-01-25T1845,355,350
1190,2018-01-25T1915,349,352
1191,2018-01-25T1945,344,347
1192,2018-01-25T2015,335,345
1193,2018-01-25T2045,324,328
1194,2018-01-25T2115,312,317
1195,2018-01-25T2145,298,306
1196,2018-01-25T2215,285,303
1197,2018-01-25T2245,272,287
1198,2018-01-25T2315,262,283
1199,2018-01-25T2345,256,287
1200,2018-01-26T0015,264,292
1201,2018-01-26T0045,263,296
1202,2018-01-26T0115,259,295
1203,2018-01-26T0145,260,298
1204,2018-01-26T0215,259,294
1205,2018-01-26T0245,259,294
1206,2018-01-26T0315,259,300
1207,2018-01-26T0345,259,304
1208,2018-01-26T0415,259,306
1209,2018-01-26T0445,260,316
1210,2018-01-26T0515,271,327
1211,2018-01-26T0545,272,336
1212,2018-01-26T0615,278,343
1213,2018-01-26T0645,300,354
1214,2018-01-26T0715,318,370
1215,2018-01-26T0745,329,383
1216,2018-01-26T0815,328,394
1217,2018-01-26T0845,323,402
1218,2018-01-26T0915,322,395
1219,2018-01-26T0945,328,395
1220,2018-01-26T1015,338,394
1221,2018-01-26T1045,250,381
1222,2018-01-26T1115,250,372
1223,2018-01-26T1145,316,364
1224,2018-01-26T1215,341,361
1225,2018-01-26T1245,341,360
1226,2018-01-26T1315,342,355
1227,2018-01-26T1345,339,358
1228,2018-01-26T1415,328,359
1229,2018-01-26T1445,329,363
1230,2018-01-26T1515,330,376
1231,2018-01-26T1545,338,383
1232,2018-01-26T1615,348,387
1233,2018-01-26T1645,357,384
1234,2018-01-26T1715,357,385
1235,2018-01-26T1745,352,388
1236,2018-01-26T1815,351,389
1237,2018-01-26T1845,351,391
1238,2018-01-26T1915,357,379
1239,2018-01-26T1945,347,354
1240,2018-01-26T2015,342,343
1241,2018-01-26T2045,329,327
1242,2018-01-26T2115,318,305
1243,2018-01-26T2145,303,280
1244,2018-01-26T2215,282,263
1245,2018-01-26T2245,262,248
1246,2018-01-26T2315,251,236
1247,2018-01-26T2345,244,225
1248,2018-01-27T0015,240,218
1249,2018-01-27T0045,235,216
1250,2018-01-27T0115,232,215
1251,2018-01-27T0145,227,212
1252,2018-01-27T0215,220,211
1253,2018-01-27T0245,214,207
1254,2018-01-27T0315,209,199
1255,2018-01-27T0345,198,187
1256,2018-01-27T0415,188,180
1257,2018-01-27T0445,181,177
1258,2018-01-27T0515,176,175
1259,2018-01-27T0545,167,167
1260,2018-01-27T0615,173,173
1261,2018-01-27T0645,188,165
1262,2018-01-27T0715,174,165
1263,2018-01-27T0745,178,171
1264,2018-01-27T0815,190,179
1265,2018-01-27T0845,198,189
1266,2018-01-27T0915,213,197
1267,2018-01-27T0945,216,196
1268,2018-01-27T1015,192,193
1269,2018-01-27T1045,234,193
1270,2018-01-27T1115,234,190
1271,2018-01-27T1145,188,190
1272,2018-01-27T1215,197,188
1273,2018-01-27T1245,196,186
1274,2018-01-27T1315,203,188
1275,2018-01-27T1345,204,188
1276,2018-01-27T1415,207,185
1277,2018-01-27T1445,207,184
1278,2018-01-27T1515,210,186
1279,2018-01-27T1545,220,189
1280,2018-01-27T1615,227,195
1281,2018-01-27T1645,239,210
1282,2018-01-27T1715,244,222
1283,2018-01-27T1745,251,224
1284,2018-01-27T1815,252,222
1285,2018-01-27T1845,250,214
1286,2018-01-27T1915,245,211
1287,2018-01-27T1945,234,202
1288,2018-01-27T2015,232,190
1289,2018-01-27T2045,222,179
1290,2018-01-27T2115,211,168
1291,2018-01-27T2145,198,160
1292,2018-01-27T2215,181,152
1293,2018-01-27T2245,154,147
1294,2018-01-27T2315,141,144
1295,2018-01-27T2345,133,146
1296,2018-01-28T0015,131,145
1297,2018-01-28T0045,146,145
1298,2018-01-28T0115,152,145
1299,2018-01-28T0145,146,136
1300,2018-01-28T0215,144,138
1301,2018-01-28T0245,141,140
1302,2018-01-28T0315,136,144
1303,2018-01-28T0345,132,146
1304,2018-01-28T0415,132,148
1305,2018-01-28T0445,140,140
1306,2018-01-28T0515,155,139
1307,2018-01-28T0545,162,146
1308,2018-01-28T0615,180,139
1309,2018-01-28T0645,193,138
1310,2018-01-28T0715,193,140
1311,2018-01-28T0745,201,136
1312,2018-01-28T0815,218,135
1313,2018-01-28T0845,221,139
1314,2018-01-28T0915,226,149
1315,2018-01-28T0945,219,152
1316,2018-01-28T1015,209,152
1317,2018-01-28T1045,219,151
1318,2018-01-28T1115,219,151
1319,2018-01-28T1145,160,152
1320,2018-01-28T1215,192,151
1321,2018-01-28T1245,193,150
1322,2018-01-28T1315,195,151
1323,2018-01-28T1345,194,155
1324,2018-01-28T1415,192,154
1325,2018-01-28T1445,191,156
1326,2018-01-28T1515,196,162
1327,2018-01-28T1545,200,167
1328,2018-01-28T1615,208,179
1329,2018-01-28T1645,219,192
1330,2018-01-28T1715,230,194
1331,2018-01-28T1745,230,191
1332,2018-01-28T1815,228,190
1333,2018-01-28T1845,222,193
1334,2018-01-28T1915,210,193
1335,2018-01-28T1945,200,186
1336,2018-01-28T2015,192,177
1337,2018-01-28T2045,184,167
1338,2018-01-28T2115,176,159
1339,2018-01-28T2145,170,148
1340,2018-01-28T2215,163,146
1341,2018-01-28T2245,159,138
1342,2018-01-28T2315,142,129
1343,2018-01-28T2345,138,126
1344,2018-01-29T0015,141,134
1345,2018-01-29T0045,155,136
1346,2018-01-29T0115,159,140
1347,2018-01-29T0145,150,136
1348,2018-01-29T0215,148,132
1349,2018-01-29T0245,145,130
1350,2018-01-29T0315,139,122
1351,2018-01-29T0345,134,124
1352,2018-01-29T0415,131,121
1353,2018-01-29T0445,136,123
1354,2018-01-29T0515,141,125
1355,2018-01-29T0545,139,134
1356,2018-01-29T0615,134,166
1357,2018-01-29T0645,167,193
1358,2018-01-29T0715,195,226
1359,2018-01-29T0745,216,225
1360,2018-01-29T0815,224,229
1361,2018-01-29T0845,225,232
1362,2018-01-29T0915,225,230
1363,2018-01-29T0945,228,230
1364,2018-01-29T1015,222,229
1365,2018-01-29T1045,219,225
1366,2018-01-29T1115,217,226
1367,2018-01-29T1145,217,222
1368,2018-01-29T1215,222,221
1369,2018-01-29T1245,221,224
1370,2018-01-29T1315,213,222
1371,2018-01-29T1345,211,220
1372,2018-01-29T1415,211,223
1373,2018-01-29T1445,214,232
1374,2018-01-29T1515,215,235
1375,2018-01-29T1545,223,247
1376,2018-01-29T1615,241,264
1377,2018-01-29T1645,251,275
1378,2018-01-29T1715,267,284
1379,2018-01-29T1745,285,288
1380,2018-01-29T1815,296,291
1381,2018-01-29T1845,299,287
1382,2018-01-29T1915,294,288
1383,2018-01-29T1945,285,283
1384,2018-01-29T2015,278,278
1385,2018-01-29T2045,269,271
1386,2018-01-29T2115,259,268
1387,2018-01-29T2145,247,271
1388,2018-01-29T2215,233,266
1389,2018-01-29T2245,220,245
1390,2018-01-29T2315,214,231
1391,2018-01-29T2345,209,230
1392,2018-01-30T0015,212,233
1393,2018-01-30T0045,215,235
1394,2018-01-30T0115,220,238
1395,2018-01-30T0145,221,238
1396,2018-01-30T0215,221,234
1397,2018-01-30T0245,221,238
1398,2018-01-30T0315,222,238
1399,2018-01-30T0345,221,241
1400,2018-01-30T0415,220,242
1401,2018-01-30T0445,220,240
1402,2018-01-30T0515,226,244
1403,2018-01-30T0545,226,246
1404,2018-01-30T0615,234,258
1405,2018-01-30T0645,254,282
1406,2018-01-30T0715,271,296
1407,2018-01-30T0745,284,308
1408,2018-01-30T0815,289,310
1409,2018-01-30T0845,290,312
1410,2018-01-30T0915,285,306
1411,2018-01-30T0945,285,302
1412,2018-01-30T1015,283,296
1413,2018-01-30T1045,243,288
1414,2018-01-30T1115,237,283
1415,2018-01-30T1145,258,273
1416,2018-01-30T1215,269,268
1417,2018-01-30T1245,270,270
1418,2018-01-30T1315,262,273
1419,2018-01-30T1345,262,276
1420,2018-01-30T1415,262,279
1421,2018-01-30T1445,265,290
1422,2018-01-30T1515,268,296
1423,2018-01-30T1545,273,305
1424,2018-01-30T1615,280,308
1425,2018-01-30T1645,284,318
1426,2018-01-30T1715,293,314
1427,2018-01-30T1745,301,312
1428,2018-01-30T1815,303,309
1429,2018-01-30T1845,300,305
1430,2018-01-30T1915,294,303
1431,2018-01-30T1945,284,293
1432,2018-01-30T2015,270,274
1433,2018-01-30T2045,253,252
1434,2018-01-30T2115,237,237
1435,2018-01-30T2145,222,222
1436,2018-01-30T2215,203,204
1437,2018-01-30T2245,184,189
1438,2018-01-30T2315,172,176
1439,2018-01-30T2345,159,168
1440,2018-02-01T0015,141,140
1441,2018-02-01T0045,141,147
1442,2018-02-01T0115,149,149
1443,2018-02-01T0145,144,148
1444,2018-02-01T0215,141,151
1445,2018-02-01T0245,140,152
1446,2018-02-01T0315,140,152
1447,2018-02-01T0345,136,149
1448,2018-02-01T0415,131,146
1449,2018-02-01T0445,127,145
1450,2018-02-01T0515,134,150
1451,2018-02-01T0545,136,156
1452,2018-02-01T0615,147,171
1453,2018-02-01T0645,173,186
1454,2018-02-01T0715,197,208
1455,2018-02-01T0745,210,212
1456,2018-02-01T0815,212,210
1457,2018-02-01T0845,212,205
1458,2018-02-01T0915,207,201
1459,2018-02-01T0945,204,197
1460,2018-02-01T1015,193,189
1461,2018-02-01T1045,196,183
1462,2018-02-01T1115,193,182
1463,2018-02-01T1145,178,179
1464,2018-02-01T1215,178,182
1465,2018-02-01T1245,180,184
1466,2018-02-01T1315,179,191
1467,2018-02-01T1345,188,192
1468,2018-02-01T1415,192,195
1469,2018-02-01T1445,199,203
1470,2018-02-01T1515,205,208
1471,2018-02-01T1545,212,219
1472,2018-02-01T1615,224,225
1473,2018-02-01T1645,231,236
1474,2018-02-01T1715,243,239
1475,2018-02-01T1745,252,240
1476,2018-02-01T1815,254,242
1477,2018-02-01T1845,254,240
1478,2018-02-01T1915,252,233
1479,2018-02-01T1945,247,226
1480,2018-02-01T2015,238,216
1481,2018-02-01T2045,225,196
1482,2018-02-01T2115,210,184
1483,2018-02-01T2145,198,171
1484,2018-02-01T2215,185,158
1485,2018-02-01T2245,169,146
1486,2018-02-01T2315,158,146
1487,2018-02-01T2345,148,143
1488,2018-02-02T0015,146,146
1489,2018-02-02T0045,148,148
1490,2018-02-02T0115,156,149
1491,2018-02-02T0145,154,148
1492,2018-02-02T0215,153,148
1493,2018-02-02T0245,153,148
1494,2018-02-02T0315,154,147
1495,2018-02-02T0345,154,149
1496,2018-02-02T0415,153,151
1497,2018-02-02T0445,154,159
1498,2018-02-02T0515,162,165
1499,2018-02-02T0545,170,173
1500,2018-02-02T0615,182,195
1501,2018-02-02T0645,211,220
1502,2018-02-02T0715,238,243
1503,2018-02-02T0745,256,259
1504,2018-02-02T0815,264,272
1505,2018-02-02T0845,272,280
1506,2018-02-02T0915,273,276
1507,2018-02-02T0945,277,276
1508,2018-02-02T1015,277,274
1509,2018-02-02T1045,243,270
1510,2018-02-02T1115,240,274
1511,2018-02-02T1145,267,278
1512,2018-02-02T1215,288,289
1513,2018-02-02T1245,294,299
1514,2018-02-02T1315,296,302
1515,2018-02-02T1345,301,310
1516,2018-02-02T1415,309,318
1517,2018-02-02T1445,320,327
1518,2018-02-02T1515,328,340
1519,2018-02-02T1545,337,358
1520,2018-02-02T1615,347,368
1521,2018-02-02T1645,354,376
1522,2018-02-02T1715,364,381
1523,2018-02-02T1745,372,385
1524,2018-02-02T1815,374,386
1525,2018-02-02T1845,374,388
1526,2018-02-02T1915,370,393
1527,2018-02-02T1945,358,384
1528,2018-02-02T2015,353,372
1529,2018-02-02T2045,338,359
1530,2018-02-02T2115,333,344
1531,2018-02-02T2145,325,326
1532,2018-02-02T2215,310,317
1533,2018-02-02T2245,294,306
1534,2018-02-02T2315,282,302
1535,2018-02-02T2345,288,299
1536,2018-02-03T0015,293,300
1537,2018-02-03T0045,298,304
1538,2018-02-03T0115,294,306
1539,2018-02-03T0145,299,306
1540,2018-02-03T0215,297,308
1541,2018-02-03T0245,298,312
1542,2018-02-03T0315,297,314
1543,2018-02-03T0345,296,311
1544,2018-02-03T0415,295,307
1545,2018-02-03T0445,296,306
1546,2018-02-03T0515,296,308
1547,2018-02-03T0545,293,303
1548,2018-02-03T0615,289,308
1549,2018-02-03T0645,295,306
1550,2018-02-03T0715,299,298
1551,2018-02-03T0745,304,299
1552,2018-02-03T0815,310,302
1553,2018-02-03T0845,324,306
1554,2018-02-03T0915,329,311
1555,2018-02-03T0945,337,312
1556,2018-02-03T1015,335,314
1557,2018-02-03T1045,283,314
1558,2018-02-03T1115,279,316
1559,2018-02-03T1145,315,318
1560,2018-02-03T1215,334,320
1561,2018-02-03T1245,335,320
1562,2018-02-03T1315,332,314
1563,2018-02-03T1345,328,309
1564,2018-02-03T1415,325,308
1565,2018-02-03T1445,324,312
1566,2018-02-03T1515,325,314
1567,2018-02-03T1545,324,319
1568,2018-02-03T1615,330,324
1569,2018-02-03T1645,331,342
1570,2018-02-03T1715,338,340
1571,2018-02-03T1745,349,337
1572,2018-02-03T1815,353,336
1573,2018-02-03T1845,352,333
1574,2018-02-03T1915,347,330
1575,2018-02-03T1945,335,319
1576,2018-02-03T2015,322,311
1577,2018-02-03T2045,309,300
1578,2018-02-03T2115,300,282
1579,2018-02-03T2145,289,267
1580,2018-02-03T2215,275,255
1581,2018-02-03T2245,262,245
1582,2018-02-03T2315,258,240
1583,2018-02-03T2345,254,242
1584,2018-02-04T0015,253,244
1585,2018-02-04T0045,252,245
1586,2018-02-04T0115,253,245
1587,2018-02-04T0145,252,246
1588,2018-02-04T0215,250,247
